FID,COD_NOMBRE,COD_NOM_01,NOM_CALLE_,NOM_CAL_01,GID,COD_DEPTO,x,y
558,7188,2931,VERA,ILDEFONSO GARCIA,46346535,1,-56.1298924388459,-34.8665842088225
559,180,7347,BENITO AIZPURUA,VITRUVIO,46346536,1,-56.1341764525536,-34.8804433435576
560,180,1236,BENITO AIZPURUA,MATEO CABRAL,46346537,1,-56.1334669111821,-34.8810639403114
561,4016,3847,PSJE LOS ALELIES,LAS AZUCENAS,46346538,1,-56.275304363859,-34.8442066605525
562,4016,8204,PSJE LOS ALELIES,LOS NOGALES,46346539,1,-56.2746882503982,-34.8447219125307
563,8204,5792,LOS NOGALES,FRANCISCO DE QUEVEDO,46346540,1,-56.2748248037603,-34.8448294361761
564,1713,8565,EMILIO CASTELAR,1RA PLA AL ESTE DE PIRAN,46346541,1,-56.1204931397864,-34.8746930164484
565,1713,5512,EMILIO CASTELAR,PIRAN,46346542,1,-56.1223689202904,-34.8746257452477
566,8565,1713,1RA PLA AL ESTE DE PIRAN,EMILIO CASTELAR,46346543,1,-56.1204931397864,-34.8746930164484
567,8565,8563,1RA PLA AL ESTE DE PIRAN,PLA AL NORTE DE CASTELAR,46346544,1,-56.1204630424796,-34.8740649877165
568,6051,4029,AV GRAL RIVERA,AV MCAL FRANCISCO SOLANO LOPEZ,46346545,1,-56.1216474973702,-34.8958402475901
569,8563,8565,PLA AL NORTE DE CASTELAR,1RA PLA AL ESTE DE PIRAN,46346546,1,-56.1204630424796,-34.8740649877165
570,8563,8565,PLA AL NORTE DE CASTELAR,1RA PLA AL ESTE DE PIRAN,46346547,1,-56.1207285479296,-34.8740583409928
571,3873,1376,CNO LECOCQ,CALLE 4,46346548,1,-56.2432409847474,-34.8236905671801
572,3873,1304,CNO LECOCQ,CALLE 3,46346549,1,-56.2436106892757,-34.8238357159009
573,5910,2316,REIMS,DANUBIO,46346550,1,-56.2185745086514,-34.8303150314053
574,5910,315,REIMS,AMIENS,46346551,1,-56.2186575718508,-34.8292278151307
575,8204,2386,LOS NOGALES,FRANCISCO DE VITORIA,46346552,1,-56.2754686895481,-34.8455196569817
576,1713,8576,EMILIO CASTELAR,PLA AL OESTE DE ROBERTO BERRO,46346553,1,-56.1190807954484,-34.8747200809569
577,6243,7188,SALGUERO,VERA,46346554,1,-56.1291893118873,-34.8670650725102
578,6243,2040,SALGUERO,TEOFILO COLLAZO,46346555,1,-56.1299291618303,-34.8677724244244
579,1713,8566,EMILIO CASTELAR,1Âº PLA AL OESTE DE ROBERTO BERRO,46346556,1,-56.1188365822241,-34.8747277729028
580,2472,4524,CNO EDISON,MOLTKE,46346557,1,-56.2052258597396,-34.8282983875231
581,2472,3678,CNO EDISON,LAFAYETTE,46346558,1,-56.2043497088833,-34.8288117401867
582,7188,537,VERA,ARGERICH,46346559,1,-56.1312897618901,-34.8656103893098
583,8566,1713,1Âº PLA AL OESTE DE ROBERTO BERRO,EMILIO CASTELAR,46346560,1,-56.1188365822241,-34.8747277729028
584,3669,5477,LACIO,JOSE PIENDIBENE,46346561,1,-56.1374400519412,-34.8383060184118
585,9139,5320,PSJE LATERAL RUTA 1,3RA PLA A LA PALOMA,46346562,1,-56.2474166241992,-34.8665160651176
586,5512,1713,PIRAN,EMILIO CASTELAR,46346563,1,-56.1223689202904,-34.8746257452477
587,5512,2880,PIRAN,PEREZ GALDOS,46346564,1,-56.1223952633128,-34.8735858207012
588,5512,8801,PIRAN,CALLE 2,46346565,1,-56.1223344362564,-34.8758308610606
589,9005,2514,PSJE PEATONAL 143,EMANCIPACION,46346566,1,-56.2340592814326,-34.8431827678373
590,9005,8991,PSJE PEATONAL 143,PSJE PNAL 5 MTS DE ANCHO,46346567,1,-56.2336896159515,-34.8426475141057
591,3853,8204,LAS BEGONIAS,LOS NOGALES,46346568,1,-56.2757110906942,-34.8457753106231
592,3853,3847,LAS BEGONIAS,LAS AZUCENAS,46346569,1,-56.2760270814811,-34.8455751693217
593,1713,3534,EMILIO CASTELAR,IRUN,46346570,1,-56.1236689551863,-34.874849359179
594,8215,8224,COSTANERA PARQUE TOMKINSON,LAS ARAUCARIAS,46346571,1,-56.2823530690424,-34.8488678408863
595,2931,7188,ILDEFONSO GARCIA,VERA,46346572,1,-56.1298924388459,-34.8665842088225
596,2931,7308,ILDEFONSO GARCIA,CAP VILLADEMOROS,46346573,1,-56.1291608893366,-34.8658948213644
597,2169,7656,CNO CORRALES,AV 8 DE OCTUBRE,46346574,1,-56.1341269322363,-34.8659681927771
598,2169,6180,CNO CORRALES,JUAN JACOBO ROUSSEAU,46346575,1,-56.1352605959291,-34.8657812414506
599,6051,1191,AV GRAL RIVERA,DR CARLOS BUTLER,46346576,1,-56.0530246802517,-34.8842946020334
600,6051,1689,AV GRAL RIVERA,CARTAGENA,46346577,1,-56.0536170368499,-34.8845158353645
601,6051,5574,AV GRAL RIVERA,MAR DEL PLATA,46346578,1,-56.0530246802517,-34.8842946020334
602,3294,9117,HAITI,PSJE 59,46346579,1,-56.2588196890091,-34.8731747003252
603,3294,9116,HAITI,PSJE 57,46346580,1,-56.2584921570293,-34.8731288699456
604,1004,2229,DR EDUARDO BLANCO ACEVEDO,DR EDUARDO J COUTURE,46346581,1,-56.0551972803334,-34.8829133271497
605,1004,6051,DR EDUARDO BLANCO ACEVEDO,AV GRAL RIVERA,46346582,1,-56.0542054195956,-34.8847117156475
606,1737,3783,RAMON CASTRIZ,ISIDORO LARRAYA,46346583,1,-56.1265445202456,-34.8716552975093
607,1737,456,RAMON CASTRIZ,NUÃ‘EZ DE ARCE,46346584,1,-56.1268191782944,-34.8708083599724
608,1737,6344,RAMON CASTRIZ,DR JOSE SANCHEZ FONTANS,46346585,1,-56.1275411077738,-34.8706618003976
609,6344,1737,DR JOSE SANCHEZ FONTANS,RAMON CASTRIZ,46346586,1,-56.1275411077738,-34.8706618003976
610,6344,7602,DR JOSE SANCHEZ FONTANS,20 DE FEBRERO,46346587,1,-56.1283316043466,-34.8713598612943
611,6344,7602,DR JOSE SANCHEZ FONTANS,20 DE FEBRERO,46346588,1,-56.1282069531567,-34.8714519610351
612,6344,7314,DR JOSE SANCHEZ FONTANS,GRAL JOSE VILLAGRAN,46346589,1,-56.1293206626019,-34.8724881309018
613,3783,1737,ISIDORO LARRAYA,RAMON CASTRIZ,46346590,1,-56.1265445202456,-34.8716552975093
614,3783,3264,ISIDORO LARRAYA,GURMENDEZ,46346591,1,-56.1253104888617,-34.8713932501352
615,3783,7602,ISIDORO LARRAYA,20 DE FEBRERO,46346592,1,-56.1275979964702,-34.8718940885167
616,180,4002,BENITO AIZPURUA,LOMBARDINI,46346593,1,-56.1325820790818,-34.8818286417492
617,7602,3783,20 DE FEBRERO,ISIDORO LARRAYA,46346594,1,-56.1275979964702,-34.8718940885167
618,7602,455,20 DE FEBRERO,JUAN A ARCAS,46346595,1,-56.1273812214119,-34.8720509749609
619,7602,6344,20 DE FEBRERO,DR JOSE SANCHEZ FONTANS,46346596,1,-56.1282069531567,-34.8714519610351
620,7086,1284,PEDRO DE VALDIVIA,NUEVA CALIFORNIA,46346597,1,-56.2248233511548,-34.8153733720885
621,7086,5286,PEDRO DE VALDIVIA,SARGENTOS PATRICIOS,46346598,1,-56.2239866793262,-34.8158655607
622,465,2238,DR LUIS E ARCOS FERRAND,DR JOSE CREMONESI,46346599,1,-56.1110979972892,-34.8735947330584
623,465,3743,DR LUIS E ARCOS FERRAND,DR MIGUEL LAPEYRE,46346600,1,-56.1102445666289,-34.8733922374929
624,465,6267,DR LUIS E ARCOS FERRAND,DR CARLOS SALVAGNO CAMPOS,46346601,1,-56.1102445666289,-34.8733922374929
625,4506,102,MISSOURI,ACONCAGUA,46346602,1,-56.0959403046075,-34.8946411517483
626,4506,5487,MISSOURI,PILCOMAYO,46346603,1,-56.0963327901436,-34.8937616230443
627,930,2169,FRAY BENTOS,CNO CORRALES,46346604,1,-56.136176687831,-34.8652146093347
628,930,4513,FRAY BENTOS,MOCORETA,46346605,1,-56.1363074647012,-34.8656029631669
629,4524,2472,MOLTKE,CNO EDISON,46346606,1,-56.2052258597396,-34.8282983875232
630,4524,6921,MOLTKE,TOSTI,46346607,1,-56.2059868060259,-34.8291760729894
631,1677,7602,CARPINTERIA,20 DE FEBRERO,46346608,1,-56.1264990766055,-34.8726690427412
632,1677,3264,CARPINTERIA,GURMENDEZ,46346609,1,-56.1249827346518,-34.8723044121763
633,1284,7086,NUEVA CALIFORNIA,PEDRO DE VALDIVIA,46346610,1,-56.2248233511548,-34.8153733720885
634,1284,5334,NUEVA CALIFORNIA,ROQUE SAENZ PEÃ‘A,46346611,1,-56.2241382745881,-34.8146393887711
635,7602,1677,20 DE FEBRERO,CARPINTERIA,46346612,1,-56.1264990766055,-34.8726690427411
636,2386,8204,FRANCISCO DE VITORIA,LOS NOGALES,46346613,1,-56.2754686895481,-34.8455196569817
637,2386,3121,FRANCISCO DE VITORIA,ENRIQUE GRANADOS,46346614,1,-56.2740739613727,-34.8466348683088
638,4575,1737,DR JUAN B MORELLI,RAMON CASTRIZ,46346615,1,-56.1282894111849,-34.8701850300201
639,4575,7602,DR JUAN B MORELLI,20 DE FEBRERO,46346616,1,-56.1290627116592,-34.8708301737723
640,1004,3939,DR EDUARDO BLANCO ACEVEDO,LIEJA,46346617,1,-56.0560937995875,-34.8811016365156
641,2169,930,CNO CORRALES,FRAY BENTOS,46346618,1,-56.136176687831,-34.8652146093347
642,2169,687,CNO CORRALES,MARCOS DE AVELLANEDA,46346619,1,-56.1370162165604,-34.8645240969146
643,597,3570,BV GRAL ARTIGAS,ITAPEBI,46346620,1,-56.1668324492742,-34.8773272318928
644,597,1620,BV GRAL ARTIGAS,CARAGUATA,46346621,1,-56.1669081053827,-34.8766766322395
645,597,2064,BV GRAL ARTIGAS,COLORADO,46346622,1,-56.1667420185358,-34.8781753609566
646,4012,3849,LOS LIRIOS,LAS LILAS,46346623,1,-56.2787173047881,-34.8470867170354
647,4012,3848,LOS LIRIOS,LOS MALVONES JARDINES LAS TORRES,46346624,1,-56.2792679090259,-34.8482264612643
648,1284,2472,NUEVA CALIFORNIA,CNO EDISON,46346625,1,-56.2256994681619,-34.8162883723258
649,402,7188,GRAL TIMOTEO APARICIO,VERA,46346626,1,-56.1283684509825,-34.8676435101382
650,402,7308,GRAL TIMOTEO APARICIO,CAP VILLADEMOROS,46346627,1,-56.1280652608594,-34.8666094804527
651,4269,6822,RUPERTO PEREZ MARTINEZ,CARLOS TELLIER,46346628,1,-56.2314825963714,-34.8637374439715
652,3456,3525,IGUA,HIPOLITO YRIGOYEN,46346629,1,-56.1114816738335,-34.8811797369245
653,2514,9005,EMANCIPACION,PSJE PEATONAL 143,46346630,1,-56.2340592814326,-34.8431827678373
654,2514,9000,EMANCIPACION,PSJE PEATONAL 142,46346631,1,-56.2344968251438,-34.8429349357014
655,1311,2473,PSJE A,PSJE C,46346632,1,-56.22883016684,-34.8134857123176
656,1311,2474,PSJE A,PSJE D,46346633,1,-56.2293460034855,-34.8131750548024
657,1311,4701,PSJE A,CNEL JOSE MARIA NAVAJAS,46346634,1,-56.2282925763537,-34.813809574418
658,2472,4191,CNO EDISON,MARCONI,46346635,1,-56.2059514601788,-34.8278929089525
659,7194,3783,VERACIERTO,ISIDORO LARRAYA,46346636,1,-56.1182042824371,-34.8697818647937
660,7194,3783,VERACIERTO,ISIDORO LARRAYA,46346637,1,-56.1181059534641,-34.8699313858611
661,7194,7155,VERACIERTO,GARCILASO DE LA VEGA,46346638,1,-56.1183137331925,-34.8696154309657
662,3783,7194,ISIDORO LARRAYA,VERACIERTO,46346639,1,-56.1182042824371,-34.8697818647937
663,3783,6190,ISIDORO LARRAYA,AV ING HERACLIO RUGGIA,46346640,1,-56.1188220296024,-34.8699202171776
664,3783,3552,ISIDORO LARRAYA,ESTADO DE ISRAEL,46346641,1,-56.1206511463353,-34.8703455847845
665,6190,3783,AV ING HERACLIO RUGGIA,ISIDORO LARRAYA,46346642,1,-56.1188220296024,-34.8699202171776
666,6190,1677,AV ING HERACLIO RUGGIA,CARPINTERIA,46346643,1,-56.1189516771204,-34.8709358309466
667,1677,6190,CARPINTERIA,AV ING HERACLIO RUGGIA,46346644,1,-56.1189516771204,-34.8709358309465
668,1677,3552,CARPINTERIA,ESTADO DE ISRAEL,46346645,1,-56.1199047836533,-34.8711515028938
669,2472,4191,CNO EDISON,MARCONI,46346646,1,-56.2061311510261,-34.8277937538199
670,1677,141,CARPINTERIA,AGUACERO,46346647,1,-56.1217609282898,-34.871559136539
671,3552,3783,ESTADO DE ISRAEL,ISIDORO LARRAYA,46346648,1,-56.1206511463353,-34.8703455847845
672,3552,1677,ESTADO DE ISRAEL,CARPINTERIA,46346649,1,-56.1199047836533,-34.8711515028938
673,3552,456,ESTADO DE ISRAEL,NUÃ‘EZ DE ARCE,46346650,1,-56.1210813898619,-34.8694964953868
674,3783,141,ISIDORO LARRAYA,AGUACERO,46346651,1,-56.1220693246668,-34.870675068906
675,1437,8551,CALLE 21,CALLE 4,46346652,1,-56.1123420993149,-34.8785221770804
676,1437,7901,CALLE 21,CALLE 5,46346653,1,-56.1123420993149,-34.8785221770804
677,1437,9159,CALLE 21,CALLE DIAGONAL,46346654,1,-56.111886046865,-34.8802222929098
678,2363,227,FRANCISCO DE GOYA,ALFONSO X EL SABIO,46346655,1,-56.2752417704884,-34.8494662482082
679,2363,227,FRANCISCO DE GOYA,ALFONSO X EL SABIO,46346656,1,-56.2752181592081,-34.8496799513322
680,7206,6786,VERONA,TAORMINA,46346657,1,-56.08572517415,-34.8735985133806
681,669,5628,AUSTRIA,PORTUGAL,46346658,1,-56.2520548971147,-34.8815950443247
682,669,1908,AUSTRIA,CHILE,46346659,1,-56.2509806077876,-34.8814396924694
683,3570,1521,ITAPEBI,DR JUAN CAMPISTEGUY,46346660,1,-56.1683073773718,-34.8774293567486
684,597,3570,BV GRAL ARTIGAS,ITAPEBI,46346661,1,-56.1668965977107,-34.8773291375044
685,597,1620,BV GRAL ARTIGAS,CARAGUATA,46346662,1,-56.1669659848337,-34.8766785351998
686,597,2064,BV GRAL ARTIGAS,COLORADO,46346663,1,-56.1668095108617,-34.8781796807042
687,3850,3847,LAS GLICINAS,LAS AZUCENAS,46346664,1,-56.2786843600726,-34.8461427812295
688,3850,4015,LAS GLICINAS,LOS CRISANTEMOS,46346665,1,-56.2779120777965,-34.8467755622878
689,2052,306,COLOMBIA,RBLA SUD AMERICA,46346666,1,-56.1954759909992,-34.8906263207217
690,2052,5115,COLOMBIA,PARAGUAY,46346667,1,-56.1941128293784,-34.8905169404449
691,3850,8204,LAS GLICINAS,LOS NOGALES,46346668,1,-56.27735936613,-34.8472633760422
692,3393,8933,GRAL HORNOS,CIPRIANO CASTRO,46346669,1,-56.2178176091734,-34.8501529144815
693,3393,1068,GRAL HORNOS,CNEL BOLOGNESE,46346670,1,-56.2177313804554,-34.8502004926035
694,5631,6870,DR SILVESTRE PEREZ,TIBIDABO,46346671,1,-56.1322003174034,-34.8765554275786
695,5631,4575,DR SILVESTRE PEREZ,DR JUAN B MORELLI,46346672,1,-56.1336163101937,-34.8748441483634
696,1312,7086,PSJE MARIO ORRICO,PEDRO DE VALDIVIA,46346673,1,-56.2270049460124,-34.8142061883188
697,5601,3820,CNO EL POLVORIN,LAS PITAS,46349014,1,-56.2765253508864,-34.8040038522668
698,1312,2472,PSJE MARIO ORRICO,CNO EDISON,46346674,1,-56.2277696901751,-34.8150627135289
699,1737,5940,RAMON CASTRIZ,RESTAURACION,46346675,1,-56.1334473389669,-34.8665021690287
700,7602,6344,20 DE FEBRERO,DR JOSE SANCHEZ FONTANS,46346676,1,-56.1283316043466,-34.8713598612943
701,7602,4575,20 DE FEBRERO,DR JUAN B MORELLI,46346677,1,-56.1290627116592,-34.8708301737723
702,2895,2601,DR ALEJANDRO GALLINAL,ESPUELITAS,46346678,1,-56.1028158720326,-34.8807770155083
703,5088,9139,CNO LA PALOMA,PSJE LATERAL RUTA 1,46346679,1,-56.2490648938324,-34.8654152202769
704,5088,5323,CNO LA PALOMA,PSJE A,46346680,1,-56.2494634226176,-34.8658151992218
705,7656,1737,AV 8 DE OCTUBRE,RAMON CASTRIZ,46346681,1,-56.1341345923993,-34.8660047687977
706,7656,7602,AV 8 DE OCTUBRE,20 DE FEBRERO,46346682,1,-56.1343024439705,-34.8667975943226
707,7656,2169,AV 8 DE OCTUBRE,CNO CORRALES,46346683,1,-56.1341269322363,-34.8659681927771
708,7656,897,AV 8 DE OCTUBRE,BELEN,46346684,1,-56.1340450107612,-34.8650179572491
709,2274,951,CUBA,BERNA,46346685,1,-56.2595295717309,-34.877992556934
710,2274,7023,CUBA,ESTADOS UNIDOS,46346686,1,-56.2597031631039,-34.8771026072963
711,708,5631,AZARA,DR SILVESTRE PEREZ,46346687,1,-56.1315019679232,-34.8774167406069
712,708,2454,AZARA,JOSE DE ECHEGARAY,46346688,1,-56.130203914596,-34.8764731446539
713,708,4398,AZARA,MENORCA,46346689,1,-56.130203914596,-34.8764731446539
714,708,3666,AZARA,GRAL FELIX LABORDE,46346690,1,-56.1322803744411,-34.8779354192095
715,2238,6267,DR JOSE CREMONESI,DR CARLOS SALVAGNO CAMPOS,46346691,1,-56.1106168422278,-34.8741931135785
716,2238,6438,DR JOSE CREMONESI,DR SAYAGUES LASO,46346692,1,-56.1100985327022,-34.8748572147079
717,5064,2001,PASCUAL PALADINO,ENRIQUE CLAY,46346693,1,-56.1358775329237,-34.8693271476677
718,4488,3210,FRANCISCO MIRANDA,BERNARDINO GUAS,46346694,1,-56.2154912671633,-34.8442991953146
719,138,4290,AGRIGENTO,VILLA DE MASNOU,46346695,1,-56.0838577061155,-34.8766241885529
720,138,7206,AGRIGENTO,VERONA,46346696,1,-56.0868593691933,-34.87477954508
721,3666,708,GRAL FELIX LABORDE,AZARA,46346697,1,-56.1322803744411,-34.8779354192095
722,3666,6870,GRAL FELIX LABORDE,TIBIDABO,46346698,1,-56.1330628115477,-34.8770583777265
723,2367,258,GRAL ANTONIO DIAZ,BENITO ALVAREZ,46346699,1,-56.2145821765429,-34.8456618914794
724,2367,5838,GRAL ANTONIO DIAZ,CNO MOLINOS DE RAFFO,46346700,1,-56.2126580677862,-34.846818178306
725,7086,2370,PEDRO DE VALDIVIA,DR TEOFILO DIAZ,46346701,1,-56.2262194733182,-34.8146380502414
726,5249,5294,PSJE PEATONAL,PSJE E,46346702,1,-56.1608985299622,-34.8311013622693
727,5249,5294,PSJE PEATONAL,PSJE E,46346703,1,-56.1608677477936,-34.8311993972528
728,7173,4520,DIEGO VELAZQUEZ,MOLINOS DE LA UNION,46346704,1,-56.1313992621792,-34.8747051756277
729,2363,4171,FRANCISCO DE GOYA,JORGE MANRIQUE,46346705,1,-56.277947990897,-34.849619961681
730,2880,4520,PEREZ GALDOS,MOLINOS DE LA UNION,46346706,1,-56.1311075498534,-34.874462487732
731,2880,7497,PEREZ GALDOS,JOSE ZORRILLA,46346707,1,-56.1286309695359,-34.8743871731494
732,2880,2598,PEREZ GALDOS,ESPRONCEDA,46346708,1,-56.1311075498534,-34.874462487732
733,8204,3849,LOS NOGALES,LAS LILAS,46346709,1,-56.2780072720307,-34.84767000706
734,8204,3848,LOS NOGALES,LOS MALVONES JARDINES LAS TORRES,46346710,1,-56.2788904825032,-34.8484295588208
735,6051,5970,AV GRAL RIVERA,COSTA RICA,46346711,1,-56.0572906021013,-34.885831721945
736,6051,555,AV GRAL RIVERA,AV ALFREDO AROCENA,46346712,1,-56.0585549480398,-34.886273693515
737,4520,2880,MOLINOS DE LA UNION,PEREZ GALDOS,46346713,1,-56.1311075498534,-34.874462487732
738,4520,1683,MOLINOS DE LA UNION,CNO CARRASCO,46346714,1,-56.1303967383513,-34.8735369684271
739,4520,2598,MOLINOS DE LA UNION,ESPRONCEDA,46346715,1,-56.1311075498534,-34.874462487732
740,8204,4013,LOS NOGALES,LOS JAZMINES,46346716,1,-56.2775258937306,-34.8473724892215
741,8042,1335,SDA VEHICULAR 1,CALLE N122,46346717,1,-56.1145985127338,-34.8802844642455
742,8042,1338,SDA VEHICULAR 1,CALLE N123,46346718,1,-56.1149305502374,-34.8803315943852
743,8204,3850,LOS NOGALES,LAS GLICINAS,46346719,1,-56.27735936613,-34.8472633760422
744,7086,1310,PEDRO DE VALDIVIA,PSJE JOSE LUIS PANIZZA,46346720,1,-56.2275139276441,-34.8138957670975
745,7086,4701,PEDRO DE VALDIVIA,CNEL JOSE MARIA NAVAJAS,46346721,1,-56.2280604619046,-34.8135671018326
746,2514,6951,EMANCIPACION,TRIAS,46346722,1,-56.2222519192954,-34.8496222733622
747,2514,5369,EMANCIPACION,FRAY GENEROSO PEREZ,46346723,1,-56.2220788117915,-34.8497143236279
748,2859,6564,LA GACETA,PEDRO P DE LA SIERRA,46346724,1,-56.1458838659204,-34.9034880502937
749,2859,6306,LA GACETA,SAN LORENZO,46346725,1,-56.1458634463908,-34.9040355460293
750,8204,5273,LOS NOGALES,PSJE CONT ALFONSO X EL SABIO,46346726,1,-56.2768871513108,-34.8469288683344
751,5477,4267,JOSE PIENDIBENE,PBRO SILVERIO ANTONIO MARTINEZ,46346727,1,-56.1366703221166,-34.838714400851
752,5477,4515,JOSE PIENDIBENE,MODENA,46346728,1,-56.1355063746949,-34.839341421477
753,5477,3669,JOSE PIENDIBENE,LACIO,46346729,1,-56.1374400519412,-34.8383060184118
754,8204,227,LOS NOGALES,ALFONSO X EL SABIO,46346730,1,-56.2768058882317,-34.8468685669852
755,7086,1312,PEDRO DE VALDIVIA,PSJE MARIO ORRICO,46346731,1,-56.2270049460124,-34.8142061883188
756,3849,4012,LAS LILAS,LOS LIRIOS,46346732,1,-56.2787173047881,-34.8470867170354
757,3849,8204,LAS LILAS,LOS NOGALES,46346733,1,-56.2780072720307,-34.84767000706
758,4267,3669,PBRO SILVERIO ANTONIO MARTINEZ,LACIO,46346734,1,-56.1378817015574,-34.8390490630661
759,4267,5477,PBRO SILVERIO ANTONIO MARTINEZ,JOSE PIENDIBENE,46346735,1,-56.1366703221166,-34.838714400851
760,9139,5088,PSJE LATERAL RUTA 1,CNO LA PALOMA,46346736,1,-56.2490648938324,-34.8654152202769
761,1310,5385,PSJE JOSE LUIS PANIZZA,PSJE SAENZ PEÃ‘A,46346737,1,-56.2268733038418,-34.813173720128
762,1310,7086,PSJE JOSE LUIS PANIZZA,PEDRO DE VALDIVIA,46346738,1,-56.2275139276441,-34.8138957670975
763,8204,3851,LOS NOGALES,LAS CAMELIAS,46346739,1,-56.2764519843003,-34.8465571160902
764,6359,9111,SANTA CRUZ DE LA SIERRA,PSJE 45,46346740,1,-56.2566119330655,-34.8719969355363
765,6359,9112,SANTA CRUZ DE LA SIERRA,PSJE 47,46346741,1,-56.2569385538604,-34.8720338376012
766,1310,2472,PSJE JOSE LUIS PANIZZA,CNO EDISON,46346742,1,-56.2283079576844,-34.8147478025204
767,8000,6882,PSJE PEATONAL VEHICULAR,TIMBUES,46346743,1,-56.1555100925607,-34.8334140498513
768,8000,4395,PSJE PEATONAL VEHICULAR,AV DON PEDRO DE MENDOZA,46346744,1,-56.1527730605417,-34.8327863130886
769,108,5477,AV ACROPOLIS,JOSE PIENDIBENE,46346745,1,-56.1333920587838,-34.8404729038234
770,108,4719,AV ACROPOLIS,AV DR CARLOS NERY,46346746,1,-56.132728412463,-34.8393589453552
771,108,2694,AV ACROPOLIS,FERRARA,46346747,1,-56.1333920587838,-34.8404729038234
772,4434,2229,MIAMI,DR EDUARDO J COUTURE,46346748,1,-56.0562181794925,-34.8832628761176
773,4434,6051,MIAMI,AV GRAL RIVERA,46346749,1,-56.0552943619855,-34.8850964554301
774,4434,6450,MIAMI,DR ALEJANDRO SCHROEDER,46346750,1,-56.0552943619855,-34.8850964554301
775,227,2374,ALFONSO X EL SABIO,FRAY LUIS DE LEON,46346751,1,-56.2753385041082,-34.8486041951757
776,227,4171,ALFONSO X EL SABIO,JORGE MANRIQUE,46346752,1,-56.276096967345,-34.8474705076276
777,3873,5543,CNO LECOCQ,PSJE CONT ALBENIZ,46346753,1,-56.2310476516766,-34.8141171704541
778,3873,2472,CNO LECOCQ,CNO EDISON,46346754,1,-56.2304353874379,-34.8134389113668
779,3873,201,CNO LECOCQ,ISAAC ALBENIZ,46346755,1,-56.2310476516766,-34.8141171704541
780,1962,6894,CNO CIBILS,CNO TOMKINSON,46346756,1,-56.2749222586325,-34.8384275671505
781,1962,3591,CNO CIBILS,PBRO JUAN JOSE ORTIZ,46346757,1,-56.2749222586326,-34.8384275671505
782,1962,8885,CNO CIBILS,ROMULO GUERRINI BOZZINI,46346758,1,-56.2745563582025,-34.8396416567455
783,1203,6894,PBRO COSME AGULLO,CNO TOMKINSON,46346759,1,-56.2736654560456,-34.8373344529924
784,1203,1962,PBRO COSME AGULLO,CNO CIBILS,46346760,1,-56.2757708169207,-34.8365600693684
785,1203,4577,PBRO COSME AGULLO,AV ALFREDO MORENO,46346761,1,-56.2736654560456,-34.8373344529924
786,6078,7527,RODANO,PEDRO SAENZ DE ZUMARAN,46346762,1,-56.1263767919284,-34.8562649782574
787,6078,6645,RODANO,PUNTAS DE SOTO,46346763,1,-56.1257524082377,-34.8565282577869
788,227,2363,ALFONSO X EL SABIO,FRANCISCO DE GOYA,46346764,1,-56.2752417704884,-34.8494662482082
789,5543,3873,PSJE CONT ALBENIZ,CNO LECOCQ,46346765,1,-56.2311498621669,-34.8140026488028
790,5543,5152,PSJE CONT ALBENIZ,PSJE A,46346766,1,-56.2314841729462,-34.8136384681316
791,2374,227,FRAY LUIS DE LEON,ALFONSO X EL SABIO,46346767,1,-56.2753385041082,-34.8486041951757
792,2374,2503,FRAY LUIS DE LEON,EL GRECO,46346768,1,-56.2742996442485,-34.8485370222592
793,5543,3873,PSJE CONT ALBENIZ,CNO LECOCQ,46346769,1,-56.2310476516766,-34.8141171704541
794,5543,201,PSJE CONT ALBENIZ,ISAAC ALBENIZ,46346770,1,-56.2310476516766,-34.8141171704541
795,3873,5543,CNO LECOCQ,PSJE CONT ALBENIZ,46346771,1,-56.2311498621669,-34.8140026488028
796,3873,2472,CNO LECOCQ,CNO EDISON,46346772,1,-56.2305287990457,-34.8133751649948
797,6414,6882,BV APARICIO SARAVIA,TIMBUES,46346773,1,-56.1553970744463,-34.8341775130438
798,6414,864,BV APARICIO SARAVIA,PEDRO BAZAN,46346774,1,-56.1574037094599,-34.834375817098
799,6414,3195,BV APARICIO SARAVIA,GUARAPIRU,46346775,1,-56.1574037094599,-34.834375817098
800,2473,1311,PSJE C,PSJE A,46346776,1,-56.22883016684,-34.8134857123176
801,2473,1309,PSJE C,PSJE  B,46346777,1,-56.2280272158465,-34.8126364867374
802,2374,2386,FRAY LUIS DE LEON,FRANCISCO DE VITORIA,46346778,1,-56.2732205121754,-34.8484271361961
803,3845,4012,LAS MARGARITAS,LOS LIRIOS,46346779,1,-56.280126813755,-34.8490335756599
804,3845,8204,LAS MARGARITAS,LOS NOGALES,46346780,1,-56.2792612177609,-34.8492228494272
805,6882,3075,TIMBUES,CNO GRAL LEANDRO GOMEZ,46346781,1,-56.1557944296064,-34.8315991356178
806,3696,1272,JULIAN LAGUNA,CALAGUADA,46346782,1,-56.2399325951307,-34.8458249704344
807,4701,1311,CNEL JOSE MARIA NAVAJAS,PSJE A,46346783,1,-56.2282925763537,-34.813809574418
808,4701,7086,CNEL JOSE MARIA NAVAJAS,PEDRO DE VALDIVIA,46346784,1,-56.2280604619046,-34.8135671018326
809,7785,7784,SDA 5,SDA 4,46346785,1,-56.0967956154991,-34.8796960694144
810,7785,7783,SDA 5,SDA 3,46346786,1,-56.0967956154991,-34.8796960694144
