Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
144659,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6247,,I,,3,,3,108,8,,2,N,N,39,1,Jacaranda ovalifolia,
144660,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6361,,P,,5,,3,153,7,,2,N,N,39,1,Jacaranda ovalifolia,
144661,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6361,,P,,4,,3,78,5,,2,N,N,39,1,Jacaranda ovalifolia,
144662,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6361,,P,,3,,3,108,6,,3,N,N,39,1,Jacaranda ovalifolia,
144663,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6361,,P,,1,,3,107,7,,3,N,N,39,1,Jacaranda ovalifolia,
144664,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6361,,P,,1,,3,54,4,,3,N,N,39,1,Jacaranda ovalifolia,
144665,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6134,,P,,1,,3,54,5,,2,N,N,39,1,Jacaranda ovalifolia,
144666,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,7,,3,320,3,,2,N,N,55,1,Nerium oleander,
144667,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,6,,3,74,4,,2,N,N,39,1,Jacaranda ovalifolia,
144668,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,5,,3,90,3,,2,N,N,55,1,Nerium oleander,
144669,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,4,,3,120,3,,2,N,N,55,1,Nerium oleander,
144670,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,3,,3,82,5,,2,N,N,39,1,Jacaranda ovalifolia,
144671,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,2,,3,98,6,,2,N,N,39,1,Jacaranda ovalifolia,
144672,2610,ELENA ESTEBAN A.,3204,GUARDIZABAL,4479,MIRAFLORES,6390,,P,,1,,3,90,6,,2,N,N,39,1,Jacaranda ovalifolia,
144673,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6505,P,,1,,3,112,10,,4,N,N,39,1,Jacaranda ovalifolia,
144674,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6505,P,,2,,3,130,10,,2,N,N,39,1,Jacaranda ovalifolia,
144675,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6505,P,,3,,3,93,8,,2,N,N,39,1,Jacaranda ovalifolia,
144676,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6527,P,,1,,3,61,7,,2,N,N,39,1,Jacaranda ovalifolia,
144677,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6527,P,,2,,3,68,7,,2,N,N,39,1,Jacaranda ovalifolia,
144678,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6527,P,,3,,3,49,5,,3,N,N,39,1,Jacaranda ovalifolia,
144679,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6541,P,,1,,3,82,7,,4,N,N,39,1,Jacaranda ovalifolia,
144680,2610,ELENA ESTEBAN A.,6309,SANLUCAR,6381,PUNTAS DE SANTIAGO,,N 6541,P,,2,,3,112,8,,2,N,N,39,1,Jacaranda ovalifolia,
144681,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6375,,I,,5,,3,77,6,,3,N,N,39,1,Jacaranda ovalifolia,
144682,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6375,,I,,4,,3,61,5,,3,N,N,39,1,Jacaranda ovalifolia,
144683,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6375,,I,,3,,3,35,3,,2,N,N,75,1,Tilia moltkei,
144684,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6375,,I,,2,,3,57,4,,4,N,N,39,1,Jacaranda ovalifolia,
144685,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6375,,I,,1,,3,54,5,,3,N,N,39,1,Jacaranda ovalifolia,
144686,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6367,,I,,1,,3,76,5,,2,N,N,39,1,Jacaranda ovalifolia,
144687,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,I,,3,,3,85,6,,3,N,N,39,1,Jacaranda ovalifolia,
144688,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,I,,2,,3,82,5,,3,N,N,39,1,Jacaranda ovalifolia,
144689,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,I,,1,,3,80,4,,4,N,N,39,1,Jacaranda ovalifolia,
144690,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6358,,P,,4,,3,81,5,,4,N,N,39,1,Jacaranda ovalifolia,
144691,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6358,,P,,3,,3,73,5,,2,N,N,39,1,Jacaranda ovalifolia,
144692,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6358,,P,,2,,3,61,5,,3,N,N,39,1,Jacaranda ovalifolia,
144693,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6358,,P,,1,,3,57,5,,3,N,N,39,1,Jacaranda ovalifolia,
144694,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6374,,P,,2,,3,85,6,,2,N,N,39,1,Jacaranda ovalifolia,
144695,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6374,,P,,1,,3,77,5,,3,N,N,39,1,Jacaranda ovalifolia,
144696,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,9,,3,58,5,,3,N,N,39,1,Jacaranda ovalifolia,
144697,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,6378,,P,,8,,3,226,14,,3,N,N,62,4,Pinus pinaster,
144698,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,7,,3,91,6,,3,N,N,39,1,Jacaranda ovalifolia,
144699,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,6,,0,67,8,,2,N,N,14,1,Ailanthus altissima,
144700,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,5,,3,0,4,,3,N,N,55,1,Nerium oleander,
144701,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,4,,3,66,4,,3,N,N,39,1,Jacaranda ovalifolia,
144702,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,3,,3,78,6,,3,N,N,39,1,Jacaranda ovalifolia,
144703,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,2,,3,0,3,,2,N,N,55,1,Nerium oleander,
144704,2610,ELENA ESTEBAN A.,6381,PUNTAS DE SANTIAGO,2076,DIVINA COMEDIA,,S/N,P,,1,,3,61,5,,3,N,N,39,1,Jacaranda ovalifolia,
15453,2610,ELENA ESTEBAN A.,6855,THAYS PLAZA CARLOS,3204,GUARDIZABAL,6355,,I,,1,,3,123,9,,2,N,N,39,1,Jacaranda ovalifolia,
144705,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,1,,3,37,4,,1,N,N,41,1,Lagerstroemia indica,
144706,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,2,,1,36,2,,2,N,N,152,1,Spartium junceum,
144707,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,3,,1,38,2,,3,N,N,152,1,Spartium junceum,
144708,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,4,,7,43,5,,3,N,N,69,1,Robinia pseudoacacia,
144709,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,5,,3,62,4,,2,N,N,74,1,Taxodium distichum,
144710,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,6,,1,0,3,,2,N,N,152,1,Spartium junceum,
144711,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,7,,1,0,3,,2,N,N,152,1,Spartium junceum,
144712,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,8,,1,0,1,,2,N,N,152,1,Spartium junceum,
144713,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,9,,5,73,7,,2,N,N,44,1,Liquidambar styraciflua,
144714,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,1,,5,189,10,,2,N,N,28,1,Enterolobium contortisiliquum,
144715,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,2,,5,178,10,,2,N,N,28,1,Enterolobium contortisiliquum,
144716,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,3,,5,0,1,,1,N,N,111,1,Abelia grandiflora,
144717,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,4,,5,0,1,,1,N,N,111,1,Abelia grandiflora,
144718,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,5,,5,0,1,,1,N,N,139,1,Berberis thumbergii,
144719,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,6,,5,0,1,,1,N,N,43,3,Ligustrum ovalifolium,
144720,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,7,,6,0,01/05/10,,1,N,N,24,1,Chaenomeles lagenaria,
144721,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,8,,8,0,01/05/10,,1,N,N,24,1,Chaenomeles lagenaria,
144722,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,9,,9,0,01/05/10,,1,N,N,24,1,Chaenomeles lagenaria,
144723,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,10,,9,0,1,,1,N,N,24,1,Chaenomeles lagenaria,
144724,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,11,,8,0,1,,1,N,N,24,1,Chaenomeles lagenaria,
144725,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,12,,7,68,8,,1,N,N,75,1,Tilia moltkei,
144726,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,13,,1,72,8,,1,N,N,75,1,Tilia moltkei,
144727,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,14,,6,0,1,,1,N,N,111,1,Abelia grandiflora,
144728,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,15,,6,0,1,,1,N,N,43,3,Ligustrum ovalifolium,
144729,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,16,,6,0,1,,1,N,N,43,1,Ligustrum lucidum,
144730,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,17,,6,0,1,,1,N,N,112,1,Spiraea cantoniensis,
144731,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,1985,,I,,18,,7,0,1,,1,N,N,112,1,Spiraea cantoniensis,
144732,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,1,,7,36,2,,1,N,N,71,1,Schinus molle,
144733,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,2,,7,41,2,,1,N,N,71,1,Schinus molle,
144734,2586,ESPINOLA DR ALFONSO,1191,BUTLER DR. CARLOS,6165,MONES ROSES,,S/N,I,,3,,7,42,2,,1,N,N,71,1,Schinus molle,
144735,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,1,,3,18,3,,2,N,N,35,3,Fraxinus lanceolata,
144736,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,2,,3,30,5,,1,N,N,67,1,Quercus borealis,
144737,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,3,,3,38,5,,2,N,N,67,1,Quercus borealis,
144738,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,4,,2,25,4,,2,N,N,44,1,Liquidambar styraciflua,
144739,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,5,,2,15,3,,3,N,N,10,4,Acacia melanoxylon,
144740,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,6,,2,101,6,,2,N,N,25,2,Chorisia speciosa,
144741,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,7,,3,250,15,,1,N,N,62,3,Pinus patula,
144742,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,8,,3,18,5,,2,N,N,77,1,Ulmus procera,
144743,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1815,,I,,9,,3,140,7,,2,N,N,62,8,Pinus radiata,
144744,2586,ESPINOLA DR ALFONSO,1090,BOTTO APARICIO TTE. DE NAVIO MARIO,3939,LIEJA,1831,,I,,1,,3,198,8,,2,N,N,62,8,Pinus radiata,
144745,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,II - 2,,5,79,7,,1,N,N,82,1,Cedrus deodara,
144746,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,II - 1,,5,106,8,,2,N,N,67,5,Quercus robur,
144747,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 6,,6,77,7,,1,N,N,82,1,Cedrus deodara,
144748,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 5,,6,126,7,,2,N,N,67,8,Quercus palustris,
144749,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 4,,6,61,5,,1,N,N,71,1,Schinus molle,
144750,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 3,,4,98,8,,1,N,N,15,1,Araucaria angustifolia,
144751,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 2,,4,68,7,,2,N,N,67,5,Quercus robur,
144752,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1906,,P,,I - 1,,3,58,8,,2,N,N,67,8,Quercus palustris,
144753,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1920,,P,,4,,4,8,3,,1,N,N,60,1,Phoenix canariensis,
144754,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1920,,P,,3,,6,8,3,,1,N,N,60,1,Phoenix canariensis,
144755,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1920,,P,,2,,6,12,3,,1,N,N,60,1,Phoenix canariensis,
144756,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1920,,P,,1,,6,10,2,,2,N,N,60,1,Phoenix canariensis,
144757,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1928,,P,,3,,4,144,9,,2,N,N,62,7,Pinus taeda,
144758,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1928,,P,,2,,3,135,8,,2,N,N,25,2,Chorisia speciosa,
144759,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1928,,P,,1,,4,185,12,,1,N,N,82,2,Cedrus atlantica,
144760,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1936,,P,,3,,2,0,4,,1,N,N,96,2,Pittosporum undulatum,
144761,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1936,,P,,2,,2,0,4,,1,N,N,96,1,Pittosporum tobira,
144762,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1936,,P,,1,,3,98,10,,2,N,N,64,2,Populus deltoides,
144763,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1944,,P,,II - 1,,3,89,5,,3,N,N,62,8,Pinus radiata,
144764,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1944,,P,,I - 3,,5,87,7,,2,N,N,62,8,Pinus radiata,
144765,2586,ESPINOLA DR ALFONSO,2181,CORTINAS CESAR,1191,BUTLER DR. CARLOS,1944,,P,,I - 2,,3,225,10,,2,N,N,62,8,Pinus radiata,
144767,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N(ESQ.,P,,1,,2,255,21,,3,N,N,31,8,Eucalyptus tereticornis,
144768,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,1,,2,20,2,,2,N,N,29,1,Eriobotrya japonica,
144769,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1706,,P,,1,,2,20,2,,2,N,N,71,1,Schinus molle,
144770,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,1,,2,50,4,,2,N,N,97,1,Thuja orientalis,
144771,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,8,,2,140,10,,4,N,N,70,2,Salix babylonica,
144772,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,7,,2,135,8,,2,N,N,30,1,Erythrina crista-galli,
144773,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,6,,2,30,3,,1,N,N,29,1,Eriobotrya japonica,
144774,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,5,,2,50,7,,2,N,N,31,8,Eucalyptus tereticornis,
144775,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,4,,2,72,12,,2,N,N,31,8,Eucalyptus tereticornis,
144776,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,3,,2,50,5,,3,N,N,10,3,Acacia longifolia,
144777,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,2,,2,80,12,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
144778,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1712,,P,,1,,2,100,12,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
144779,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1726,,P,,1,,2,150,10,,2,N,N,82,1,Cedrus deodara,
144780,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,2,,2,50,6,,2,N,N,43,1,Ligustrum lucidum,
144781,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,1,,2,160,12,,2,N,N,62,8,Pinus radiata,
144782,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N(ESQ.,P,,1,,2,142,10,,3,N,N,62,8,Pinus radiata,
144783,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,1,,2,102,10,,2,N,N,31,8,Eucalyptus tereticornis,
144784,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1731,,P,,1,,3,0,01/02/10,,2,N,N,74,1,Taxodium distichum,
144785,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1731,,P,,2,,3,13,02/05/10,,2,N,N,74,1,Taxodium distichum,
144786,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1731,,P,,3,,3,12,02/05/10,,2,N,N,74,1,Taxodium distichum,
144787,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,1731,,P,,4,,3,15,2,,2,N,N,74,1,Taxodium distichum,
144788,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,1,,3,18,2,,2,N,N,74,1,Taxodium distichum,
144789,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,2,,3,0,1,,1,N,N,74,1,Taxodium distichum,
144790,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,3,,3,0,1,,1,N,N,74,1,Taxodium distichum,
144791,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,4,,3,13,2,,2,N,N,74,1,Taxodium distichum,
144792,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,5,,3,12,01/08/10,,2,N,N,74,1,Taxodium distichum,
144793,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N,P,,6,,3,10,01/06/10,,1,N,N,74,1,Taxodium distichum,
144794,2586,ESPINOLA DR ALFONSO,6051,RIVERA AVENIDA GRAL.,2328,DEAUVILLE,,S/N(ESQ.,P,,1,,3,10,2,,2,N,N,74,1,Taxodium distichum,
144795,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N(ESQ.,I,,1,,2,139,10,,2,N,N,74,1,Taxodium distichum,
144796,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1771,,I,,1,,2,156,11,,2,N,N,51,1,Melia azedarach,
144797,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1771,,I,,2,,2,139,10,,3,N,N,51,1,Melia azedarach,
144798,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N,I,,1,,3,28,4,,2,N,N,58,1,Peltophorum dubium,
144799,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N,I,,2,,3,20,3,,1,N,N,58,1,Peltophorum dubium,
144800,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N(ESQ.,I,,1,,3,10,01/05/10,,1,N,N,58,1,Peltophorum dubium,
144801,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N(ESQ.,P,,i,,1,48,4,,2,N,N,39,1,Jacaranda ovalifolia,
144802,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N,P,,I - 1,,1,52,4,,2,N,N,39,1,Jacaranda ovalifolia,
144803,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,,S/N,P,,I - 2,,1,31,3,,2,N,N,39,1,Jacaranda ovalifolia,
144804,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1792,,P,,I,,1,115,10,,2,N,N,67,8,Quercus palustris,
144805,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1770,,P,,I - 1,,6,171,10,,2,N,N,62,8,Pinus radiata,
144806,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1770,,P,,I - 2,,6,185,10,,3,N,N,62,8,Pinus radiata,
144807,2586,ESPINOLA DR ALFONSO,2328,DEAUVILLE,5656,PRADINES ALFEREZ CLEMENTE,1770,,P,,II - 3,,2,152,10,,4,N,N,62,8,Pinus radiata,
