Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
143815,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6203,I,,2,,5,146,8,,2,N,N,51,1,Melia azedarach,
143816,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6203,I,,3,,5,300,8,,2,N,N,51,1,Melia azedarach,
143817,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,5859,,I,,1,,5,149,8,,2,N,N,51,1,Melia azedarach,
143818,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6215,I,,1,,5,182,12,,2,N,N,51,1,Melia azedarach,
143819,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6223,I,,1,,5,80,6,,2,N,N,26,1,Cupressus lusitanica,
143820,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6231,I,,1,,5,0,2,,2,N,N,55,1,Nerium oleander,
143821,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6231,I,,2,,5,170,7,,2,N,N,39,1,Jacaranda ovalifolia,
143822,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6231,I,,3,,5,0,2,,2,N,N,55,1,Nerium oleander,
143823,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6231,I,,4,,5,0,2,,2,N,N,55,1,Nerium oleander,
143824,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,5889,,I,,1,,5,149,7,,2,N,N,51,1,Melia azedarach,
143825,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,P 6247,I,,1,,5,220,12,,2,N,N,51,1,Melia azedarach,
143826,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,S/N,I,,1,,5,113,7,,2,N,N,51,1,Melia azedarach,
143827,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,S/N,I,,2,,5,141,8,,2,N,N,51,1,Melia azedarach,
143828,5127,CIUDAD DE PARIS,984,BEYROUTH,1059,BOLIVIA AVENIDA,,S/N,I,,3,,5,480,8,,2,N,N,51,1,Melia azedarach,
143830,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,S/N,P,,1,,5,78,6,,3,N,N,51,1,Melia azedarach,
143831,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6212,P,,1,,5,150,9,,2,N,N,51,1,Melia azedarach,
143832,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6216,P,,1,,5,107,8,,2,N,N,51,1,Melia azedarach,
143834,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,5872,,P,,1,,5,145,8,,2,N,N,51,1,Melia azedarach,
143835,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,5874,,P,,1,,5,110,8,,2,N,N,51,1,Melia azedarach,
143836,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6232,P,,3,,5,205,11,,2,N,N,51,1,Melia azedarach,
143837,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6232,P,,2,,5,0,01/08/10,,2,N,N,55,1,Nerium oleander,
143838,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6232,P,,1,,5,0,2,,2,N,N,55,1,Nerium oleander,
143839,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6238,P,,2,,5,54,5,,2,N,N,33,2,Ficus elastica,
143840,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6238,P,,1,,5,89,7,,2,N,N,51,1,Melia azedarach,
143841,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6294,P,,4,,5,94,8,,2,N,N,51,1,Melia azedarach,
143842,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6294,P,,3,,5,57,8,,2,N,N,51,1,Melia azedarach,
143843,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6294,P,,2,,5,260,8,,2,N,N,51,1,Melia azedarach,
143844,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6294,P,,1,,5,0,2,,2,N,N,55,1,Nerium oleander,
143845,5127,CIUDAD DE PARIS,984,BEYROUTH,5592,PODESTA PABLO,,P 6244,P,,1,,5,0,2,,2,N,N,55,1,Nerium oleander,
143846,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6102,P,,1,,4,248,7,,1,N,N,60,1,Phoenix canariensis,
143847,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6102,P,,2,,4,221,7,,3,N,N,51,1,Melia azedarach,
143848,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,5762,,P,,1,,4,230,7,,2,N,N,60,1,Phoenix canariensis,
143849,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,5764,,P,,1,,4,196,6,,2,N,N,25,2,Chorisia speciosa,
143850,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6122,P,,1,,4,231,6,,3,N,N,51,1,Melia azedarach,
143851,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6128,P,,1,,4,61,4,,3,N,N,35,3,Fraxinus lanceolata,
143852,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6138,P,,1,,4,218,6,,3,N,N,51,1,Melia azedarach,
143853,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6138,P,,2,,4,0,01/08/10,,2,N,N,55,1,Nerium oleander,
143854,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,P,,1,,4,153,6,,2,N,N,51,1,Melia azedarach,
143855,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,P,,2,,4,228,7,,3,N,N,51,1,Melia azedarach,
143856,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,P,,3,,4,197,7,,2,N,N,51,1,Melia azedarach,
143857,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,I,,1,,5,163,12,,2,N,N,51,1,Melia azedarach,
143858,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,I,,1,,5,140,12,,2,N,N,51,1,Melia azedarach,
143859,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,I,,1,,5,150,12,,2,N,N,51,1,Melia azedarach,
143860,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6117,I,,1,,5,300,14,,2,N,N,51,1,Melia azedarach,
143861,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6117,I,,2,,5,5,2,,1,N,N,59,1,Persea americana,
143862,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6117,I,,3,,5,260,14,,2,N,N,51,1,Melia azedarach,
143863,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6125,I,,1,,5,190,14,,2,N,N,51,1,Melia azedarach,
143864,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6129,I,,1,,5,250,15,,2,N,N,25,2,Chorisia speciosa,
143866,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,5789,,I,,1,,5,0,2,,1,N,N,98,1,Euphorbia pulcherrima,
143867,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,P 6143,I,,1,,5,20,2,,7,N,N,888,888,Seco,
143868,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,I,,1,,5,180,6,,1,N,N,95,1,Castanea sativa,
143869,5127,CIUDAD DE PARIS,6312,SAN MARINO AVENIDA,3921,LIBANO,,S/N,I,,2,,5,50,3,,2,N,N,40,2,Juglans regia,
143870,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,1,,5,110,8,,2,N,N,51,1,Melia azedarach,
143871,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,2,,5,150,8,,2,N,N,51,1,Melia azedarach,
143872,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,3,,5,80,8,,2,N,N,51,1,Melia azedarach,
143873,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,4,,5,100,8,,1,N,N,25,2,Chorisia speciosa,
143874,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,5,,5,110,10,,2,N,N,51,1,Melia azedarach,
143875,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,S/N,I,,6,,6,0,2,,1,N,N,55,1,Nerium oleander,
143876,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6161,I,,1,,5,0,1,,1,N,N,111,1,Abelia grandiflora,
143877,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6161,I,,2,,5,270,12,,2,N,N,51,1,Melia azedarach,
143878,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6165,I,,1,,5,180,12,,2,N,N,51,1,Melia azedarach,
143879,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5829,,I,,1,,2,160,12,,5,N,N,888,888,Seco,
143880,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5829,,I,,2,,2,150,12,,5,N,N,888,888,Seco,
143881,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5829,,I,,3,,5,80,10,,3,N,N,51,1,Melia azedarach,
143882,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5829,,I,,4,,5,160,10,,3,N,N,31,6,Eucalyptus globulus ssp globulus,
143883,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5833,,I,,1,,5,0,18,,1,N,N,79,1,Hibiscus rosa-sinensis,
143884,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6179,I,,1,,5,5,1,,1,N,N,36,1,Ginkgo bilboa,
143885,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5845,,I,,1,,5,0,2,,1,N,N,55,1,Nerium oleander,
143886,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,5845,,I,,2,,5,250,15,,2,N,N,74,1,Taxodium distichum,
143887,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6191,I,,1,,5,0,2,,1,N,N,55,1,Nerium oleander,
143888,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6195,I,,1,,5,110,8,,2,N,N,51,1,Melia azedarach,
143889,5127,CIUDAD DE PARIS,3921,LIBANO,984,BEYROUTH,,P 6195,I,,2,,5,160,6,,2,N,N,51,1,Melia azedarach,
139691,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,1,,5,0,1,,2,N,N,115,1,Agave americana,
139692,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,2,,3,0,01/07/10,,2,N,N,70,2,Salix babylonica,
139693,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,3,,3,124,8,,3,N,N,70,2,Salix babylonica,
139694,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,1,,2,0,01/05/10,,2,N,N,51,1,Melia azedarach,
139695,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,2,,2,0,01/07/10,,2,N,N,51,1,Melia azedarach,
139696,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,1,,2,0,01/08/10,,2,N,N,65,1,Prunus cerasifera var. pissardii,
139697,2096,CONGRESO DE MERCEDES,6810,TECHERA MANUEL,6091,RODRIGUEZ FRANCISCO,,S/N,P,,2,,2,12,3,,2,N,N,10,2,Acacia dealbata,
139698,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,1,,2,0,01/05/10,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
139699,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,2,,2,22,3,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
139700,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,3,,2,0,01/02/10,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
139701,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,4,,2,0,.5,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
139702,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,1,,2,0,01/07/10,,2,N,N,70,3,Salix elegantissima,
139703,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,2,,2,0,01/07/10,,2,N,N,70,3,Salix elegantissima,
139704,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,3,,2,0,01/07/10,,2,N,N,70,3,Salix elegantissima,
139705,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,4,,2,0,01/07/10,,2,N,N,70,3,Salix elegantissima,
139706,2096,CONGRESO DE MERCEDES,0,,0,,,S/N,I,,5,,2,0,01/07/10,,2,N,N,70,3,Salix elegantissima,
139707,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2846,,P,,1,,1,60,6,,2,N,N,70,2,Salix babylonica,
139708,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,1,,2,0,01/07/10,,2,N,N,115,1,Agave americana,
139709,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,2,,2,0,.5,,3,N,N,70,3,Salix elegantissima,
139710,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,3,,2,0,01/08/10,,2,N,N,70,3,Salix elegantissima,
139711,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,4,,2,0,.5,,2,N,N,115,1,Agave americana,
139712,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,5,,2,0,01/05/10,,2,N,N,115,1,Agave americana,
139713,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,6,,2,0,.5,,2,N,N,115,1,Agave americana,
139714,2096,CONGRESO DE MERCEDES,6092,RODRIGUEZ PRESBITERO FRANCISCO J.,4656,MURGUIONDO PRUDENCIO,2864,,P,,7,,2,0,.5,,2,N,N,115,1,Agave americana,
143274,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2153,,I,1,1,,7,119,12,14,2,N,N,39,1,Jacaranda ovalifolia,
143275,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2153,,I,1,2,,7,90,8,10,2,N,N,39,1,Jacaranda ovalifolia,
143276,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2161,,I,1,1,,7,89,8,8,3,N,N,39,1,Jacaranda ovalifolia,
143277,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2175,,I,1,1,,1,252,15,16,2,S,N,31,6,Eucalyptus globulus ssp globulus,
143278,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2181,,I,1,1,,7,102,8,10,2,N,N,39,1,Jacaranda ovalifolia,
143279,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2187,,I,1,1,,2,115,13,10,2,S,N,75,1,Tilia moltkei,
143280,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,0,S/N,I,1,1,,1,365,16,16,2,S,N,31,6,Eucalyptus globulus ssp globulus,
143281,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2158,,P,1,2,,5,280,16,13,3,N,N,31,6,Eucalyptus globulus ssp globulus,
143282,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2158,,P,1,1,,5,338,14,13,3,N,N,31,6,Eucalyptus globulus ssp globulus,
143283,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2160,,P,1,2,,4,314,14,12,3,N,N,31,6,Eucalyptus globulus ssp globulus,
143284,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,2160,,P,1,1,,4,23,3,2,1,N,N,60,1,Phoenix canariensis,
143287,2121,COOPER,5970,COSTA RICA,3564,ITALIA AVENIDA,0,S/nesq.,P,1,1,,7,273,10,6,3,S,N,31,6,Eucalyptus globulus ssp globulus,
143289,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2209,,I,,2,,2,15,4,,2,N,N,46,1,Lithraea brasiliensis,
143291,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2217,,I,,1,,5,120,10,,2,N,N,26,5,Cupressus macrocarpa,
143292,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2217,,I,,2,,5,0,4,,1,N,N,16,1,Arecastrum romanzoffianum,
143293,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2217,,I,,3,,5,0,.3,,1,N,N,16,1,Arecastrum romanzoffianum,
143295,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2223,,I,,2,,4,370,16,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143296,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2229,,I,,1,,2,300,16,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143297,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2229,,I,,2,,2,400,16,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143298,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,,S/N,P,,1,,12,230,6,,2,N,N,35,3,Fraxinus lanceolata,
143300,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2206,,P,,1,,2,307,16,,3,N,N,31,6,Eucalyptus globulus ssp globulus,
143301,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2208,,P,,2,,2,240,16,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143302,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2208,,P,,1,,1,208,16,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143303,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2212,,P,,1,,0,240,12,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143304,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2220,,P,,1,,5,30,5,,2,N,N,76,1,Tipuana tipu,
143305,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2248,,P,,4,,2,340,14,,2,N,N,31,6,Eucalyptus globulus ssp globulus,
143306,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2248,,P,,3,,5,3,01/06/10,,1,N,N,35,3,Fraxinus lanceolata,
143307,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2248,,P,,2,,5,6,4,,1,N,N,35,3,Fraxinus lanceolata,
143308,2121,COOPER,3564,ITALIA AVENIDA,6762,TAJES GRAL. MAXIMO,2248,,P,,1,,5,0,01/02/10,,1,N,N,35,3,Fraxinus lanceolata,
143309,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2054,,P,1,1,,7,139,10,9,2,S,N,39,1,Jacaranda ovalifolia,
143310,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2054,,P,1,2,,7,40,5,03/05/10,2,S,N,39,1,Jacaranda ovalifolia,
143311,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2068,,P,1,1,,7,376,19,12,3,S,S,31,6,Eucalyptus globulus ssp globulus,
143312,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2090,,P,1,1,,7,35,5,4,2,N,N,35,3,Fraxinus lanceolata,
143313,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2090,,P,1,2,,7,67,6,05/05/10,2,S,N,35,3,Fraxinus lanceolata,
143314,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2090,,P,1,3,,7,65,6,05/05/10,2,S,N,35,3,Fraxinus lanceolata,
143315,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2090,,P,1,4,,9,74,06/05/10,6,2,S,N,35,3,Fraxinus lanceolata,
143316,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2090,,P,1,5,,7,66,06/05/10,04/05/10,2,S,N,35,3,Fraxinus lanceolata,
143317,2121,COOPER,4662,MURILLO PEDRO DOMINGO,204,ALBERDI AVENIDA  DR. JUAN BAUTISTA,2096,,P,1,1,,7,115,6,04/05/10,3,S,N,35,3,Fraxinus lanceolata,
143319,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,,S/N(ESQ.),I,,1,,7,152,10,,3,N,N,51,1,Melia azedarach,
143320,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,,S/N,I,,1,,7,220,12,,3,N,N,51,1,Melia azedarach,
143321,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,,S/N,I,,2,,7,145,10,,3,N,N,51,1,Melia azedarach,
143322,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2307,,I,,1,,7,150,10,,3,N,N,51,1,Melia azedarach,
143323,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2311,,I,,1,,7,138,10,,4,N,N,51,1,Melia azedarach,
143324,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2315,,I,,1,,7,20,4,,2,N,N,52,1,Morus alba,
143325,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2315,,I,,2,,7,182,12,,3,N,N,51,1,Melia azedarach,
143326,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2317,,I,,1,,7,145,10,,3,N,N,51,1,Melia azedarach,
143327,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2331,,I,,1,,7,138,8,,3,N,N,51,1,Melia azedarach,
143328,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2331,,I,,2,,7,142,8,,3,N,N,51,1,Melia azedarach,
143329,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2335,,I,,1,,7,230,15,,2,N,N,63,1,Platanus x acerifolia,
143330,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2333,,I,,1,,7,160,12,,2,N,N,51,1,Melia azedarach,
143331,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2341,,I,,1,,7,250,18,,3,N,N,63,1,Platanus x acerifolia,
143332,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2341,,I,,2,,7,241,18,,3,N,N,63,1,Platanus x acerifolia,
143333,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2345,,I,,1,,7,176,12,,2,N,N,74,1,Taxodium distichum,
143334,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2345,,I,,2,,7,150,12,,2,N,N,74,1,Taxodium distichum,
143335,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2345,,I,,3,,7,150,12,,2,N,N,25,2,Chorisia speciosa,
143336,2121,COOPER,2676,FEDRA,885,BERANGER JUAN PEDRO,2347,,I,,1,,7,250,17,,2,N,N,63,1,Platanus x acerifolia,
143337,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2006,,P,1,1,,7,154,11,8,2,S,N,35,3,Fraxinus lanceolata,
143338,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2006,,P,1,2,,7,150,12,9,2,N,N,35,4,Fraxinus ornus,
143339,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2006,,P,1,3,,7,139,10,8,2,N,N,35,4,Fraxinus ornus,
143340,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2006,,P,1,4,,7,130,10,7,2,N,N,35,4,Fraxinus ornus,
143341,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2028,,P,1,1,,7,120,10,6,2,S,N,35,3,Fraxinus lanceolata,
143342,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2028,,P,1,2,,7,132,9,7,2,S,N,35,4,Fraxinus ornus,
143343,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2028,,P,1,3,,7,94,11,7,2,S,N,35,3,Fraxinus lanceolata,
143344,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2036,,P,1,1,,7,247,12,8,2,S,S,35,4,Fraxinus ornus,
143345,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2040,,P,1,1,,7,186,10,7,2,N,S,35,3,Fraxinus lanceolata,
143346,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2040,,P,1,2,,7,158,10,10,2,S,S,35,4,Fraxinus ornus,
143347,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,2044,,P,1,1,,7,158,13,10,2,N,S,51,1,Melia azedarach,
143348,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,0,S/N,P,1,1,,7,73,8,5,2,N,N,35,1,Fraxinus americana,
143349,2121,COOPER,6165,MONES ROSES,4662,MURILLO PEDRO DOMINGO,0,S/N,P,1,2,,7,140,12,5,2,S,S,35,4,Fraxinus ornus,
